class	tweet
0	«Тайские мишки» не прошли таможенный контроль в Хабаровске. Более 3-х тысяч капсул под названиями «Тайские мишки» и «LiDa», содержащих сильнодействующее и запрещенное к ввозу в Россию вещество сибутрамин, не дошли до адресатов.
1	Привет, анон. Я умираю. Изначально мой кашель и приступы задыхания списывали на астму. Только что в клинике сказали, что астма - это следствие рака, а не причина. Мне очень плохо. Я живу на стероидных препаратах сейчас, на гормонах - Серетид, Сабакомб.
1	первые несколько дней на велаксине все было как и до него на прозаке, и тут В КОНЦЕ РАБОЧЕГО ДНЯ МЕНЯ НАКРЫЛА, добралась домой не помню как
0	в больнице перестали выдавать бесплатные лекарства  хорошо что флуоксетин дешевый и мне подходит
1	у меня крепкий сон без отходняков под ксанаксом и рогипнолом
1	Вместо пачки сигарет купила две плитки шоколада. Теперь если меня будет накрывать, буду жрать шоколад🤤.  Ещё хочу Флуоксетин достать🤤, чтобы быть под кайфом и расширить свою зону комфорта. А то у меня проблемы с социализацией ИРЛ. Как-нибудь выпишу себе Флуоксетин))
0	Флуоксетин детям до 18 НЕЛЬЗЯ (мне его выписали потому что мне вот-вот 18 будет уже) в особенности потому что он повышает риск самоубийства понимаете да? Пить такой антидепрессант для похудения это уже маразм
1	Наш автор принимает димедрол и паксил (исключительно по назначению), борется с психосоматическими синдромами и переживает медикаментозный подъем либидо
0	Падажжи, кетонал это от боли тут, а от стресса что-то вроде ксанакса, но полегче, мне дают, но не в этот раз и это печально :)
1	Я не понимала почему меня постоянно тошнит, а потом вспомнила что я снова пью метформин
0	Выкинула пачку из-под прозака в окно
0	Ещё одна зависимость. Их у него четыре: - амфетамин - кокаин - мдма - ксанакс остались ещё алкоголь и кодеин.
0	У нас опять какое-то импортозамещение? Банальный Прозак в Москве невозможно купить
1	@hujonch испытывала подобные чувства, когда на жестких сильно похудела, и все говорили что это обменка хорошая и что я ничего не делала. и все толстые такие:это гены. а ты такой не жрешь еду, пьешь флуоксетин и такой: ага ага, гены
0	@Pia_Tivisik Остается довольствоваться "Растишкой" , "Сеалексом" и рыбными пельменями от "Семи морей"((( Боюсь что и они отвернутся!
0	@blackberry_owl Лоперамид. Не надо с ним борщить. Лучше есть кисломолочные продукты.
0	Почитал кстати про сейзар. Похоже на мой финлепсин. По сути аналог.
1	у меня это кветирон - принимаешь и отрубаешься без шанса проснуться часов на 10
0	"как" тут излишне, и это не первый такой эксперимент. Забужко отмечала, что история с Тамифлю и Тимошенко - из этой же оперы
0	хз почему все в моей ленте форсят ламотриджин и что это вообще такое но название дурацкое
1	Ух, если понижение дозировки алпразолама так тяжело даётся, что же будет после отмены через неделю
1	у меня началась аллергическая реакция на дихлофос сальбутамола у меня в аптечке нет я забыл последний флакон в донецке просто пиздец я не знаю
0	увеличила паксил до 60мг/сутки и шлифанула двойным эспрессо, маленькая история про Яну которой не хватает денег на кокаин
1	зависит от группы. если сиозс (флуоксетин, пароксетин) готовься, что эффект будет появляться в течение 4н в среднем, не сразу~бах и ты охуенно счастлив. главное грамотное наращивание дозировки. первые 2н мб незначительное ухудшение настроения.ну и не бросать резко(прием от 6мес)
1	Попила цифран ст с зубами своими больными, уже месяц второй страдаю от последствий того, что он убил всё нахуй в организме. Как люди после химии восстанавливаются?
1	было дело - Амизон, Цифран, много пил тёплой воды, только так.
0	выпила кветиапин и теперь жду побочек
0	Таблетки, таблетки, таблетки, я снова закидываюсь паксилом, но какие-то болезни просто не излечимы
0	@Kay_Nj2 А еще в каждой куртке во внутреннем кармане и в сумках ношу обезбол, каптоприл и лоперамид.
1	От кветиапина мышцы сами не свои, от венлафаксина тревожно, от сативы паника, от гарсона ступор
0	глюкофаж, он же метформин. вызывает у организма чувство максимального голодания. первые три дня будешь реально СРАТЬ жиром. но потом все это пройдет, с пищеварением проблем не будет. пей в дозировке 850 утром 850 вечером, если весишь больше 60. если меньше- 500 утром 500 вечером
0	@kenjidragon1 Я не знаю, что это и как им пользоваться, но если объяснишь хд Я на нормотимиках от депрессии - на ламотриджине, он вроде изначально противосудорожка, про МАО чот не помню. Алпрозалам уже завершила полностью, в качестве противотревожки выписали атаракс. Из нейро-сферы всё
0	В Лос-Анджелесе задержали наркодилера, продавшего Мак Миллеру поддельный оксикодон с примесью фентанила
0	Главное держать под рукой смекту, лоперамид и альмагель
1	Венлаксор закончился вчера утром, я сутки без лекарств, и меня уже трясёт, рычу на всех, как в самый худший ПМС в жизни.  Это что, я до венлы всегда такая была? 🤭🙈🙈🙈
0	Раскольников снова проснется в свете люминесцентных ламп, осознавая всю бренность бытия окружающего его муравейника. Через пару часов, приняв утренний туалет и пару таблеток Ксанакса, он в готическом  образе Нормана Озборна выйдет на улицу, чтобы добавить красок на белый лист.
0	Тамифлю надо от гриппа, реально работает
0	искренне надеюсь что он пошутил насчет ксанакса
0	Я за колонкой: Наступает неделя Паши Техника,количество ксанакса и обамы клана увеличилось на бесконечность
0	Монтелукаст второй месяц, цетиризин и назарел для симптоматики
0	топ-3 антидепрессантов: 3. фенибут 2. флуоксетин 1. видосики с алексеем соло березиным
1	проснулась сегодня с низким давлением, опять все мышцы напряжены и тошнит ужасно. и тут я вспомнила почему я бросила паксил.
0	Как говорят психотерапевты, не попасть в прозак
0	@o_ghost2039 @Senecarus Грипп вызвают вирусы гриппа.  ОРВИ вызывают другие вирусы (риновирусы, аденовирусы и тп). А осельтамивир действует на вирусы гриппа
0	Закинуться фексадином 180 мг, в глаза дексаметазон, в нос сначала аквамарис самый лёгкий, потом фликсоназе/назарел (1й точно помогает, 2й послабее, но дешевле)
0	Важная информация: во мне три блистера сероквеля и два десятка атараксинок. И две левые песды пытаются меня откачивать, лол.  Роскомнадзорь меня полностью
0	Однажды ты спросишь меня, что я люблю больше: кветиапин или квентиакс.  Я отвечу: Виктор Александрович, можно мне просто фенибут, я так больше не могу(((( Ты мне не дашь рецепт, так и не узнав, что конечно же кветиапин .
0	Антидепрессантов тренд Сап зумерач, сходил к мозгоправу намутил сульпирид и алпразолам. От депрессии не помогает абсолютно, хотя на архиваче хвалебные отзывы висят о чудодействии ксанакса и эглонила. Почему врач вообще выписал нейролептик, а не антид
0	гемодинамика склонна к гипертензии эбит :-( тахикардия до 90 в мин. Метопролол или бидоп что ли попить
0	Сейзар утром, аминазин и финлепсин вечером, атаракс в течение дня при любом приступе тревоги.
0	Поспорил, что если сдам досрочку по фарме - набью упаковку Ксанакса: теперь точно не сдам
0	Просьба о помощи! Обращаюсь к тем,кто принимает препарат Ксарелто!!! Выручите,кто может - необходимо 3 таблетки дозировкой 0,015, соответственно,с возвратом, необходимое лекарство приедет 13 числа. тел.для связи 9637457024.
0	Мне думается, она говорит о том, что не стоит грузить себя тем, что это хорошо или плохо, если нет рядом нервоуспокаивателя Ксанакса.
0	Уебался и для здорового сна въебал несколько таблеток афабазла и флуоксетина
0	Астматикам.: Поделюсь пульмикортом и сальбутамолом в балончиках (годн.до 07.16г.)Тел.8.952-042-28-40.
0	ща бы флуоксетином закинуться но мне его так и не продали
1	в самом носу. Можно пить обезбол для зубов, но саму проблему это не решит. Для носа капли только стероидные как-то помогут, с флутиказоном, но их больше месяца капать не рекомендую, ибо привыкание вызывает и нихуя не помогает :с
0	сука ору покупала сейчас алпразолам а фармацевт пошутила что я если эту хуйню жрать буду закончу как лил пип вэажвжвжуж
0	@odairallineed ооой, астматик брооооо я вообще баскетом занимаюсь и норм сальбутамолом вооружилась и норм
0	@iennifer пожалуй, это не самое лучшее решение :( Но мне всегда нужно быстро выздороветь, потому что больничные я не беру. Я ципролет юзаю.
1	25. Как-то раз случайно (напившись) сожрала очень много ксанакса и проспала двое суток. Повторять не собираюсь
1	но, честно, я даже не представляю, как буду обходиться без кветиапина, т.к. он дарил мне стабильный и заебенный сон
0	Штош, настало время опробовать "Имодиум".
0	155. «Я потерял девушку (наоборот)». 156.  «Уже не выстоять и он/она дверь показывает». 157. «А ты любишь мое/свое тело». 158. «Ты иголку в стоге сена нашла». 159. «Врубайся в его ритм». 160. «Разговариваем с продуктами; инвалид / инвалидка; Талидомид». 161. «Проявлю».
0	еще пара лет жизни с моей мамой доведет меня до прозака
0	Убойный коктейль из мелатонина, ламотриджина и аминофенилмасляной кислоты на ночь превратил моё пробуждение в неподъёмную цель
1	помните, росомаха в последней части был такой болезненный и побитый, потом сделал себе инъекцию зеленой штуки, воспрял, начал бегать и всех крошить, а через 10 минут действие лекарства кончилось, и он снова стал дряхлым и хромающим?  вот у меня такая же ситуация с сальбутамолом
1	Это было похоже на эпидемию, которую связали с ухудшением экологии- промышленный бум как никак. Но в 1961 году один профессор нашел взаимосвязь между родившимися детьми с пороками и приемом талидомида   матерью во время беременности. Спустя долгих 14 лет после начала его продаж..
1	Пока на глаза попалась "Я сошла с ума", признаюсь ксанаксу: Я сошла с ума, я сошла с ума, мне нужна она - ТАБЛЕТОЧКА.
1	Я всегда сплю на матрасе флуоксетина
0	Когда жизнь идет не сладко - купи флуоксетина пачку (с)
1	Сейчас чувствую такое безразличие, словно я под ебучим флуоксетином
1	Если смешать прозак, флуоксетин и велбутрин, а потом запить вином, будет очень весело.  Но вам не советую.
0	Пульмикорт турбухалер – гормональное терапевтическое средство, выпускаемое в виде прибора для индивидуального пользования. Содержимое является порошком и используется для ингаляций многоразово. Средство находится в пластиковом флаконе, снабженном специал..
0	Непостоянная рубрика "натощак". Там должен быть ещё эутирокс, но он закончился.
0	сука сонь такая жиза только вместо фена пароксетин
1	Сертралин это всё-таки новое поколение сиозс, пароксетин и флуоксетин это пиздец какое дно при тдр. У меня тупо начинается вегетативный криз с него и панические атаки лютые на ровном месте. Даже с одной капсулы в минималке.
0	@papay8487 Все исследования, показавшие эффективность тамифлю, оказались сфабрикованными ради продаж лекарств и были опровергнуты в 2011. Результаты не возобновились в новых исследованиях, а препарат переместился в список "с недоказанной эффективностью". Бегите от этого врача.
0	Еще третий период, щас наши сеалекса бахнут и вам пизда
1	далее идет шок инфа про то что ВНИМАНИЕ от передозировки ксанаксом умер лил пип (хотя от какой наркоты он умер непонятно до сих пор) умер макмиллер и "застрелили рэпера икса"  твит благодарности коле за то что он не сказал про англичанина потому что на русское музло ему насрать
0	FDA разрешило к применению ривароксабан в дозе 2,5 мг 2 раза в день у пациентов со стабильной ИБС или клинически значимым периферическим атеросклерозом
1	3. при этом я никак не могла отказаться от таблеток, потому что в том состоянии, в котором я приползла в марте, меня чуть не положили в больничку.  поэтому изначально мне впихнули велаксин.   велаксин это исчадие ада, особенно если вы берете российский дженерик (не надо так)
0	вот заебали системы питания от пп до сыроедения. делюсь стопроцентным  способом, необходимо: поехать кукухой, словить деперс и дериал,нервную  булимию, получить рецепт на прозак. не  благодарите.
0	Окай. Можно считать, что 2018-2019 годы - годы, когда я научилась получать удовольствие. От разного. И да, как ни крути, с приёмом флуоксетина это никак не связано. Началось всё чуток раньше.  А вот с приёмом алко - вполне возможно, блин. &gt;&lt;
0	@diacritonov1984 В учительскую вбежал рыжий лейтенант с баллончиком вентолина в руке.
1	– С чем тебе сделать кофе? – Со снотворным. – Могу только с лопедиумом. – Это чтобы меня так не бомбило?
0	@asyarorschach Вот пантогам я бы выкупила, будь я в Москве. Алсо донормил! Мне пытались его присоветовать, когда я складывалась в три погибели от синдрома отмены. Но он оказался не менее рецептурным, чем велаксин, так что хуй мне там был.
1	Половинка 25 мг сероквеля вырубила на 9 часов, без него сплю максимум 5, но в любом случае весь день дико хочется спать
1	Периодически юзаю паксил + атаракс. Первые три дня приёма спишь постоянно. Ну и эффект антиеботиков 100%. А так все ок всегда. Даже был случай, когда выходила резко, но все относительно безболезненно прошло.
1	Но у меня нет МДМА. Есть только пара припасенных капсул с Прегабалином. Впрочем, почему бы и не да. Голова-то болит совершенно скотски.
0	По ауре омеги и глюкофажа?)
1	ЭХ ЩАС БЫ ФЛУОКСЕТИНОМ НАКИДАТЬСЯ И АНОРЕКСИЧКОЙ СТАТЬ
0	Может мне и стоит почаще в комнате убираться это пиздец чего только не найдёшь флуоксетин фенибут успокоительные всякая прочая хуйня пиздец
1	Дилемма Либо попшыкаться с сальбутамолом и уснуть, но с вероятностью опять проснутсья (50:50) при этом мне станет хуже когда проснусь и вообще лимит исчерпан типа либо просто лежать до утра но пиздец воздуха не хватает короче
0	Прозак ? Или закон? . Это был быстрый тест, чтобы узнать, кто ты - юрист или депрессист.
0	на тебе вот мендилекс на тебе зипрексу доктор крэхе молодец доктор крэхе секси
1	Моя любимая история про флуоксетин: препарат применяется для лечения анорексии, при этом, внимание, в побочках «может вызывать анорексию». А А А А А А А А
1	Зачем нужны спиды, если есть венлафаксин? &gt;24 часов бодрствования, полёт нормальный. Т.е. вроде бы и спать хочется, но вроде бы и терпимо.
1	Приём запрещённых препаратов действительно влияет на когнитивные способности: например амфетамин улучшает умственные способности, его добавляют в адерал, который американские студенты принимают для того, чтобы лучше учиться, а кокаин помогает не уставать и работать дольше.
1	пришлось смешать флуоксетин с фенибутом = выпала из реальности
0	@DevonaKaiden а тебе слезть с ксанакса
1	@katya_titkova просто вся эта побочка талидомида вылезла только после реальных кейсов, увы
0	вот мне кажется мужика с сеалексом не хватает. Раньше хоть кто-то мог.
0	Мне эгилок помогает. Но его курсом надо.
0	@eyyyess Кветиапин нейролептик, флуоксетин антидепрессант И я хазеоаооааооа норм ли это будет вместе
0	Почему бы их не прокалывать беклометазоном перед стартом. Это полностью лишает потребность в сальбутамоле , эфедрине и др допинге
1	Омг, у одной клиентки моего психотерапевта голова раскалывается от флуоксетина
1	вот реально от прозака нехорошие мысли появляются х_х
0	Сейчас ограничился тем, что весь отпуск провалялся дома (хорошо, что есть X-box). Пил Ципрофлоксацин 10 дней и Канефрон 20 дней.
0	Минздрав пояснил свою рекомендацию лечить грипп тамифлю и арбидолом
1	А паксил разве помогает от мрачных мыслей? По-моему, от него только тошнит и болит голова.
0	– завела дружочка галю  – ламотриджин – роаккутан (хоть и дженерик) – стала заказывать серёжки и смешные носки на алике – купила вэнсы &gt;
1	"широкую известность в США получили случаи суицида и других видов агрессивного поведения на фоне приёма флуоксетина"   агрессивный суицид
0	За 45 минут ни одного Сеалекса не замечено. Или он только в официальных матчах? ) #ФранцияРоссия
0	Купи себе имодиум экспресс, спасает обычно от болей подобного плана
0	апогей этого вечера — вброс в себя ксанакса
0	Элиот нажрался адерала  И теперь так напоминает мне Стайлза :D
0	То у него просто вздутие живота было ,но он съел имодиум-вот штанишки и сползли .
0	да у меня и так куча разных таблеток валяется которые я уже не пью, паксил хотя бы тебе нужен хд
0	Эх щас бы блять с увала в часть баклофен принести
0	Твои лучшие друзья - прозак,донормил и зал для хоть какого то выделения эндорфина
0	Может он под прозаком в эйфории вещает?)
0	отож, соблазнительно. Но у меня-то только головные боли были (почему мне против них прозак прописали, не знаю). И я принимал только его.
0	В этот раз велаксин нихуя не помогает
0	@LeeTeukDimple Вот что пишут Ещё ципрофлоксацин хорошо помогает
1	надеюсь мне купят флуоксетин и я ещё месяц смогу жить как полу овощ
0	Его беременная супруга страдала бессонницей, и фармацевт решил помочь жене, стал давать ей снотворное нового поколения - талидомид.
1	Скомпенсированный сахарный диабет, пьёт Глюкофаж лонг: 750 мг 1 табл. Сосуды пролечивает систематически.  Плохая работа ЖКТ, частые диареи, в последнее время по утрам тошнота, до рвоты.
0	@pozvolte Я 9 месяцев назад допила курс таблеток от суицида (велафакса) и все это время сознание я бы сказала в очень хорошем состоянии  Не хочу пить что-то серьёзное если снова не захочется пробивать небо карандашами или там отбеливатель пить
1	из-за флуоксетина катастрофически не хочется что-либо есть, но почему-то БЛИНЫ ИЗ ТЕРЕМКА в меня влезают всегда  Теремок, спасибо что живая
1	«Имодиум» быстро и эффективно избавит вас от «Даниссимо».  #FollowBack #FF_RU
0	@Efimkaterina Прозак и мапротилин. Ток с бухлишком нельзя мешать, что самое печальное.
1	У меня такие странные мышечные ощущения от паксила кстати бывают. Может у феназепама тоже бывают такие побочки
1	А Тамифлю таки работает, братцы! Даже, когда, кажется, уже все сроки прошли! Голос, правда, пропал, но появилась надежда на светлое будущее! 😀 Кстати, наша больничная касса Маккаби распространяет препарат по рецепту бесплатно. Мелочь, но приятно!
0	Был опыт с флуоксетином(полное дерьмо),скоро буду пробовать Деприм.По хорошему лучше просто начать менять жизнь,но таблетки эффективнее.
0	@blast_all_rr если я диарея, то ты  лоперамид
1	После утренней дозы кветиапина адски клонит в сон. С трудом держусь.
0	Такое ощущение, что с конца декабря Хендерсон начал принимать сеалекс
1	чувствую себя как все жертвы этой ловушки, когда ЗЕВАЮ ИЗ-ЗА ПРОЗАКА
1	35. Ой я совсем забыла про ебучий ФЛУОКСЕТИН АКА ПРОЗАК который жрали просто все, кому не лень. Тогда ещё не так строго было в аптеках с препаратами по рецепту))) в побочках написано АНОРЕКСИЯ!!! правда никто не уточнял, что желание жрать пропадает максимум на 2 недели
1	я очень плохо тошноту переношу, так что я ламотриджин тупо дропнула
1	Блядь, мне делать отчёт по практике,но я сижу под баклосаном и ничего не хочу делать эх
0	И снова начинаю жить на одном флуоксетине
1	Огосподи, ну если «не есть», то результат будет без метформина. А вообще погуглите «инсулинорезистентность» и как с ней бороться. Это будет получше, чем жрать невыписанные врачом таблетки. Метформин кстати снижает витамины В в организме, о чем мало кто знает.
1	из-за сероквеля худею с немыслимой скоростью, из-за **** толстела. что со мной блядь не так
0	ДА ПО ЕБЛЕТУ ТЫ СЕБЕ ПОБИБИКАЙ И ВЕДРО СВОЙ СДАЙ В МЕТОЛОЛОМ
0	Встречаться с рок-звездой – это получить предложение руки и сердца, потому что он запил ксанакс вискарём. По сути же, это «будь моей вдвовой».
0	Зимой пила часто амитриптилин на ночь или миассер,но к этим препаратам не хочу возвращаться,так как пью велаксин,действие которого намного сильнее. Мне советовали после гидазепама перейти на мебикар. Не знаю,может стоит попробовать
0	Я живу в Новороссийске, долго диагноз не ставили, пока не поехали с мужем в Израиль, в Хайфу, там и сказали, что давно диабет в скрытой форме и назначили аморил и глюкофаж, я на этой схеме лет 15, а потом перевели на инсулин. Если понервничаю сахар 11-12, колись или не колись.
0	за время работы столько инсультов на фоне пароксизмов фп видела, не пили дома антикоагулянты, типа а зачем меня ничего не беспокоит. сегодня отправили в пит онмк одну такую самую умную пациентку с самой умной дочкой (пациенты типа мать и дочь) с обширным инсультом. вива ксарелто!
0	США. В 2019 средний рост цен на 3400 лекарств составил 10,5% или в 5 раз выше уровня инфляции. 41 лекарство подорожало на 100%, антидепрессант прозак на 879%. Треть больных не пьют лекарства из-за их цены. Rx Savings Solutions
0	в смысле, действующие вещества — эсциталопрам и ламотриджин. веналфлаксин — это же тоже действующее, если я правильно помню.
0	Не нахожу и иду к родакам с просьбой сходить за сальбутамолом в аптеку  Потом такая "надо проверить все же еще раз тот баллон"
1	@bloodyemaria Как вам новый феназепам? По мне так слабее тревожность снимает, зато сонливость сильнее. Как алпразолам стал
1	На совещании рассказали как дети траванулись баклосаном. Подумала в очередной раз, что дети тупые и гуглить не умеют.
0	утро пришло, но я все также задыхаюсь ну пиздец, организм, сдохнуть решил, падла? у меня нет сальбутамола, долбоеб, давай работай
1	у меня от салтиказона несколько дней аритмия. Это наш заменитель серетида. От серетида так не трясло. Но если запретят салтиказон - буду вообще орать!! Потому что вообще ничего не останется что помогает! А вообще не верю нашим таблоидам-если они пишут вредно значит надо брать
0	@strizhechenko Обязательно бери преднизолон в ампулах или таблетках. Если цапнет шершень -   то при анафилаксии у тебя есть 15 минут и потом кранты. Далее, очень круто иметь баллон спортивной заморозки на случай травм ног, антибиотик широкого спектра типа ципролета или амоксиклава.
1	Чем больше ты удалбливаешься сейчас прозаком и прочим, тем больше ты будешь смазывать хавчик со своего ебала в старости
1	Я так натриггерилась,что мечтаю о новом рецепте на рекситин,чтобы меня не ебашило
0	Топ-5 обезболивающих средств:  5. Промедол 4. Кодеин 3. Бупренорфин 2. Морфин 1. Гифки с котиками и пёсами.
0	Йо*аный стыд! Забыл про Пульмикорт! Ааа! А щас и нельзя, наверно, пока мокроту не выведу. Учить матчасть.
1	"Стимуляторы, галлюцинациногены и эйфоретики доказывают, что рай умещается в пакетике". В блистере Флуоксетина, если совсем уж точно.
1	Господи ещё десять минут и куплю нормальный сальбутамол, потому что от алтайского мне чёт совсем нехорошо
1	опять спать не могу. ето удвоение ламотриджина или гипомания душит?
0	Хуево по-другому, но очень сравнимо с глаувентом, а хотелось бы с ксанаксом.
1	О только сейчас дошло почему при метформине не рекомендуют употреблять алкоголь. Алкоголь же тоже снижает уровень сахара.
0	50 мг Сероквеля, сверху 3 бокала шампанского, приглушенный свет в углу комнаты, лежу на кресле, в колонках "A Natural Disaster" от и до.
0	Не читайте новости о бывшей новороссии, - вредно для пищеварения.Рекомендую лоперамид.Не занимайтесь самолечением
1	уже часов двенадцать почти постоянно тошнит (побочка от паксила) кмп надеюсь скоро пройдёт и станет лучше
1	я не понимаю, за каким хуем мне повысили дозировку атаракса, если я чуть ли не прямым текстом сказала, что говно залупа ещё и феварин выписали если ко мне тревога вернётся из-за того, что паксил пить не буду, я ему глаз на жопу натяну
1	бляхомуха чумазики кто пил флуоксетин у вас были огромные зрачки после него?
1	Да бром не нужен, в синтезе желудочного сока +кветиапина+вольпраолевой кислоты . Так опять бесплодие начинается , то нас (он) то у них (она). Его в армии дают. Так что в кветиапине цепочку из Брома надо  было убрать . А порно, прогой делается , мне её показали на проце 3 пенька,
0	На упаковке таблеток Крестор стоит штрихкод России. Как это понимать? Их что в рф стали производить?
1	С квентиакса очень смешно рубит. Будто я очень сильно перепила, но стараюсь выглядеть трезвой и не уснуть.
1	Штош, это была максимально отвратительная ночь, еще и голова теперь болит. Будет мне уроком. Из-за этого я собирался высраться очень тяжелым текстом, но я себя пересилил. Без кветиапина очень хуево.
1	я перестала пить фенибут и перестала спать. это ещё цветочки, к весне психиатр снимет меня с ламотриджина и ад, наверное, можно уже натирать веревку мылом
1	я поняла почему амитриптилин так мощно подействовал в купе с флуоксетином его концентрация повышается, даже если я выпью только 5 мг сегодня буду умолять врача что-нибудь сделать с этим, а то я уже бодрствую по 6 часов максимум и сплю остальное время флу я вообще не хочу отменять
1	@Ally_Besoalone @aoi_ano_sora Я сидела на нем 3 месяца, стала как зомби, на лице улыбка, внутри пустота. Резко бросила, 3 дня в агонии была. У паксила из всех ад самая хуевая отмена.  Если у тебя пройдёт легко, то ты волшебная
0	@kurdiston Рейтинг очень простой 1. Клоназепам 2-99. Вакантнтны 100. Алпразолам 101-999. Вакантны 1000. Феназепам как единственное легкодоступное. Копеечная советская вонючая мазь
0	@juliamayko  у нас драйв пашол)))ая второй день не ждру и бодрячком-слава сибутрамину)))
0	Если что выпей фталазол или лоперамид
0	@HelenWolff1994 @Nikachrnka Мои любимые это: — чем-нибудь хронически болеете? — нет — таблетки какие-нибудь постоянно принимаете? — да, лизиноприл, бисопролол, метформин
1	Да чтоб я ещё раз взяла что-то по совету аптекарей! Парацетамольный порошок на вкус такой, будто зубную пасту выпил. Потеря части ужина и залп вентолина после кашля в комплекте. Нет, мироздание, когда я думала о том, что не хочу прямо сейчас спать, я не это имела в виду.
0	@eto_prekrasno а он прям обезболивающий-обезболивающий? о_О мне его для полоскания ноющих дохлых зубов выписали, а тут ксанакс, ебать его в сраку
0	Объебаться флуоксетином и лежать весь день лицом к стене. Так давно ждала этих выходных. Люблю выходные.
0	-Что кокретно у вас было? - Кокс водка, мд, немного попперсов, оксикодона, викодина, клозапин и какая-то херня с золотыми хлопьями.  Американские сериалы такие познавательные ))
